60074100;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1;BUENOS AIRES;BRAGADO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60077900;ESCUELA DE LA FAMILIA AGRÍCOLA COLONIA EL PINCÉN;BUENOS AIRES;SALAZAR;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 523.616,00;$ 239.991,00;Buenos Aires
60106500;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº58;BUENOS AIRES;MAGDALENA;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 600.000,00;$ 0,00;Buenos Aires
60106501;EXTENSION DEL ISFDYT Nº58;BUENOS AIRES;MAGDALENA;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 306.500,00;$ 0,00;Buenos Aires
60114500;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1;BUENOS AIRES;CARMEN DE ARECO;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.140.309,29;Buenos Aires
60114500;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1;BUENOS AIRES;CARMEN DE ARECO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60114500;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1;BUENOS AIRES;CARMEN DE ARECO;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 800.525,00;$ 800.525,00;Buenos Aires
60123800;ESCUELA AGROTÉCNICA SALESIANA CARLOS M. CASARES;BUENOS AIRES;DEL VALLE;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60123800;ESCUELA AGROTÉCNICA SALESIANA CARLOS M. CASARES;BUENOS AIRES;DEL VALLE;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.979.100,00;$ 1.979.100,00;Buenos Aires
60123800;ESCUELA AGROTÉCNICA SALESIANA CARLOS M. CASARES;BUENOS AIRES;DEL VALLE;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 2.974.500,00;$ 0,00;Buenos Aires
60128300;INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº78;BUENOS AIRES;BRAGADO;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 822.920,00;$ 0,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 0,00;$ 0,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.171.350,00;$ 1.171.350,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;EQUIPAMIENTO DE RESIDENCIAS Y/O ALBERGUES ESTUDIANTILES;RM -562/2022;$ 2.360.000,00;$ 2.360.000,00;Buenos Aires
60137400;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO TOMÁS AMADEO;BUENOS AIRES;SAN CARLOS DE BOLIVAR;EQUIPAMIENTO DE RESIDENCIAS Y/O ALBERGUES ESTUDIANTILES;RM -715/2023;$ 3.332.000,00;$ 0,00;Buenos Aires
60143200;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº136;BUENOS AIRES;ENSENADA;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 636.725,00;$ 0,00;Buenos Aires
60143200;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº136;BUENOS AIRES;ENSENADA;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 1.175.600,00;$ 0,00;Buenos Aires
60146100;INSTITUTO TÉCNICO SAN CAYETANO;BUENOS AIRES;ADROGUE;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 507.575,00;$ 507.575,00;Buenos Aires
60146100;INSTITUTO TÉCNICO SAN CAYETANO;BUENOS AIRES;ADROGUE;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 1.365.000,00;$ 1.365.000,00;Buenos Aires
60162400;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 ALEMANIA;BUENOS AIRES;CIUDAD VILLA BALLESTER;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.550.000,00;$ 1.550.000,00;Buenos Aires
60162400;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 ALEMANIA;BUENOS AIRES;CIUDAD VILLA BALLESTER;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 700.000,00;$ 700.000,00;Buenos Aires
60162400;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 ALEMANIA;BUENOS AIRES;CIUDAD VILLA BALLESTER;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60176600;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº66 DON JUAN MANUEL DE ROSAS;BUENOS AIRES;SAN MIGUEL DEL MONTE;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 914.800,00;$ 0,00;Buenos Aires
60176600;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº66 DON JUAN MANUEL DE ROSAS;BUENOS AIRES;SAN MIGUEL DEL MONTE;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 854.000,00;$ 854.000,00;Buenos Aires
60176600;INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº66 DON JUAN MANUEL DE ROSAS;BUENOS AIRES;SAN MIGUEL DEL MONTE;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 600.000,00;$ 600.000,00;Buenos Aires
60184200;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JUAN BAUTISTA ALBERDI;BUENOS AIRES;CONESA;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 1.222.250,00;$ 0,00;Buenos Aires
60184200;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JUAN BAUTISTA ALBERDI;BUENOS AIRES;CONESA;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 825.550,00;$ 825.550,00;Buenos Aires
60184200;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JUAN BAUTISTA ALBERDI;BUENOS AIRES;CONESA;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60184200;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JUAN BAUTISTA ALBERDI;BUENOS AIRES;CONESA;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60189400;ESCUELA DIOCESANA DE SERVICIO SOCIAL;BUENOS AIRES;SAN NICOLAS DE LOS ARROYOS;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 512.405,00;$ 512.405,00;Buenos Aires
60190600;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6 SIDERURGIA ARGENTINA;BUENOS AIRES;SAN NICOLAS DE LOS ARROYOS;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 1.740.000,00;$ 0,00;Buenos Aires
60190600;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6 SIDERURGIA ARGENTINA;BUENOS AIRES;SAN NICOLAS DE LOS ARROYOS;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60190600;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6 SIDERURGIA ARGENTINA;BUENOS AIRES;SAN NICOLAS DE LOS ARROYOS;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.215.000,00;$ 1.215.000,00;Buenos Aires
60190600;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6 SIDERURGIA ARGENTINA;BUENOS AIRES;SAN NICOLAS DE LOS ARROYOS;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 700.000,00;$ 700.000,00;Buenos Aires
60200000;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 GENERAL MANUEL SAVIO;BUENOS AIRES;NAVARRO;FONDO ESCOLAR - Programa 39 - INET;RM -1303/2021;$ 151.288,00;$ 151.288,00;Buenos Aires
60200000;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 GENERAL MANUEL SAVIO;BUENOS AIRES;NAVARRO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 486.528,00;$ 486.528,00;Buenos Aires
60200000;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 GENERAL MANUEL SAVIO;BUENOS AIRES;NAVARRO;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.138.200,00;$ 1.126.513,20;Buenos Aires
60200000;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 GENERAL MANUEL SAVIO;BUENOS AIRES;NAVARRO;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60200100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;NAVARRO;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 859.992,72;Buenos Aires
60200100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;NAVARRO;EQUIPAMIENTO DE RESIDENCIAS Y/O ALBERGUES ESTUDIANTILES;RM -562/2022;$ 2.800.000,00;$ 590.973,47;Buenos Aires
60200100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;NAVARRO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60200100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;NAVARRO;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.757.025,00;$ 1.349.983,97;Buenos Aires
60222900;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO LORENZO R. PARODI;BUENOS AIRES;PERGAMINO;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 3.315.000,00;$ 2.702.300,35;Buenos Aires
60222900;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO LORENZO R. PARODI;BUENOS AIRES;PERGAMINO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 0,00;$ 0,00;Buenos Aires
60222900;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO LORENZO R. PARODI;BUENOS AIRES;PERGAMINO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60222900;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO LORENZO R. PARODI;BUENOS AIRES;PERGAMINO;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60222900;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 INGENIERO LORENZO R. PARODI;BUENOS AIRES;PERGAMINO;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 2.100.150,00;$ 1.257.011,28;Buenos Aires
60233300;CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº4;BUENOS AIRES;MERCEDES;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60233300;CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº4;BUENOS AIRES;MERCEDES;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.590.600,00;$ 1.590.600,00;Buenos Aires
60233300;CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº4;BUENOS AIRES;MERCEDES;EQUIPAMIENTO DE RESIDENCIAS Y/O ALBERGUES ESTUDIANTILES;RM -562/2022;$ 2.400.000,00;$ 2.400.000,00;Buenos Aires
60233300;CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº4;BUENOS AIRES;MERCEDES;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60233900;I.S.F.D. Y T. Nº80 PAULO FREIRE;BUENOS AIRES;CARLOS CASARES;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 543.905,00;$ 474.903,74;Buenos Aires
60237100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;ANTONIO CARBONI;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60237100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;ANTONIO CARBONI;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60237100;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1;BUENOS AIRES;ANTONIO CARBONI;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.832.100,00;$ 1.540.104,81;Buenos Aires
60249300;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DELFOR DEL VALLE;BUENOS AIRES;DOLORES;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 957.500,00;$ 957.500,00;Buenos Aires
60249300;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DELFOR DEL VALLE;BUENOS AIRES;DOLORES;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 1.375.000,00;$ 0,00;Buenos Aires
60249300;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DELFOR DEL VALLE;BUENOS AIRES;DOLORES;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60249300;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DELFOR DEL VALLE;BUENOS AIRES;DOLORES;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
60249300;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DELFOR DEL VALLE;BUENOS AIRES;DOLORES;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60249300;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DELFOR DEL VALLE;BUENOS AIRES;DOLORES;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 0,00;$ 0,00;Buenos Aires
60270200;INSTITUTO SUPERIOR DE FORMACION TÉCNICA Nº173;BUENOS AIRES;LOMAS DE ZAMORA;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 854.000,00;$ 0,00;Buenos Aires
60270200;INSTITUTO SUPERIOR DE FORMACION TÉCNICA Nº173;BUENOS AIRES;LOMAS DE ZAMORA;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 600.000,00;$ 595.000,00;Buenos Aires
60282700;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 MARTÍN MIGUEL DE GÜEMES;BUENOS AIRES;LANUS OESTE;FONDO ESCOLAR - Programa 39 - INET;RM -1303/2021;$ 150.012,00;$ 150.012,00;Buenos Aires
60282700;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 MARTÍN MIGUEL DE GÜEMES;BUENOS AIRES;LANUS OESTE;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60282700;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 MARTÍN MIGUEL DE GÜEMES;BUENOS AIRES;LANUS OESTE;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.190.000,00;$ 1.190.000,00;Buenos Aires
60282700;ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 MARTÍN MIGUEL DE GÜEMES;BUENOS AIRES;LANUS OESTE;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 700.000,00;$ 700.000,00;Buenos Aires
60324500;INSTITUTO SUPERIOR DE FORMACION TÉCNICA Nº172;BUENOS AIRES;LOMAS DE ZAMORA;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 1.220.000,00;$ 0,00;Buenos Aires
60324500;INSTITUTO SUPERIOR DE FORMACION TÉCNICA Nº172;BUENOS AIRES;LOMAS DE ZAMORA;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 822.920,00;$ 822.920,00;Buenos Aires
60328300;ESCUELA SECUNDARIA TÉCNICA INTEGRAL TRUJUI;BUENOS AIRES;TRUJUI;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 1.365.000,00;$ 1.365.000,00;Buenos Aires
60328300;ESCUELA SECUNDARIA TÉCNICA INTEGRAL TRUJUI;BUENOS AIRES;TRUJUI;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 803.250,00;$ 0,00;Buenos Aires
60328300;ESCUELA SECUNDARIA TÉCNICA INTEGRAL TRUJUI;BUENOS AIRES;TRUJUI;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 782.500,00;$ 782.500,00;Buenos Aires
60332000;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 EZEQUIEL MARTINEZ ESTRADA;BUENOS AIRES;GOYENA;FONDO ESCOLAR - Programa 39 - INET;RM -957/2022;$ 1.153.275,00;$ 1.153.275,00;Buenos Aires
60332000;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 EZEQUIEL MARTINEZ ESTRADA;BUENOS AIRES;GOYENA;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 0,00;$ 0,00;Buenos Aires
60332000;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 EZEQUIEL MARTINEZ ESTRADA;BUENOS AIRES;GOYENA;PMI EQUIPAMIENTO INSTITUCIONAL                                                                      ;RM -1994/2022;$ 2.145.000,00;$ 2.145.000,00;Buenos Aires
60332000;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 EZEQUIEL MARTINEZ ESTRADA;BUENOS AIRES;GOYENA;EQUIPAMIENTO DE RESIDENCIAS Y/O ALBERGUES ESTUDIANTILES;RM -715/2023;$ 7.724.000,00;$ 0,00;Buenos Aires
60332000;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 EZEQUIEL MARTINEZ ESTRADA;BUENOS AIRES;GOYENA;FONDO ESCOLAR - Programa 39 - INET;RM -732/2023;$ 1.862.250,00;$ 0,00;Buenos Aires
60332000;ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 EZEQUIEL MARTINEZ ESTRADA;BUENOS AIRES;GOYENA;PLAN DE MEJORA INSTITUCIONAL – ETP –Entornos Formativos;RM -3431/2021;$ 500.000,00;$ 500.000,00;Buenos Aires
